full_title,society_name,rent,area_sqft,furnishing,apartment_type,preferred_tenants,link
2 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,19000,850,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-19000/8a9f82c29bf8420b019bf8d8c1b519cb/detail
3 BHK Apartment In Stellar Sigma Apartments for Rent  In Sigma Iv,Stellar Sigma Apartments,18000,1800,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sigma-iv-greater_noida-for-rs-18000/8a9fcf8287661e480187663e404211f4/detail
3 BHK Apartment In Unione Residency for Rent  In Bahrampur,Unione Residency,15000,1100,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bahrampur-ghaziabad-for-rs-15000/8a9fde8285b060c50185b0c9d79d39df/detail
3 BHK Apartment In Radhey Krishna Casa Greens 1 for Rent  In Sector 16,Radhey Krishna Casa Greens 1,30000,1500,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-30000/8aa9b0909be63b19019be66215b4091f/detail
"3 BHK Apartment In Casa View Apartments for Rent  In Khera Choganpur,",Casa View Apartments,24000,1550,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-khera-choganpur--greater_noida-for-rs-24000/8a9f8b90985a93e101985aba15661062/detail
"2 BHK Apartment In Supertech Ecovillage 2, Bhangel for Rent  In Bhangel","Supertech Ecovillage 2, Bhangel",19500,890,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhangel-greater_noida-for-rs-19500/8a9fff838a03d8b7018a04d9247e16b0/detail
"2 BHK Apartment In Nirala Estate for Rent  In Patwari, Greater Noida",Nirala Estate,21000,955,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-patwari-greater-noida-greater_noida-for-rs-21000/8a9f8c4390505b2a019050c1b3041468/detail
2 BHK Apartment In Avantika Homes for Rent  In Sector 1,Avantika Homes,15000,900,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-15000/8a9f932e72f096660172f417dc981f04/detail
3 BHK Apartment In Gulshan Bellina for Rent  In Sector 16,Gulshan Bellina,33000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-33000/8a9f88048e7f27be018e7f47e4bb11de/detail
3 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,20000,1225,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-20000/8a9f920390919661019091dfc9ec3890/detail
2 BHK Flat In Shri Radha Sky Garden for Rent  In Bhangel,,23000,1100,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhangel-greater_noida-for-rs-23000/8aa9b9089bf087ab019bf0ac9a4f08e4/detail
3 BHK Apartment In Stellar One Phase Iii for Rent  In Sector 1,Stellar One Phase III,22000,1412,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-22000/8a9f825a8cb87f12018cb97ea8600f6f/detail
2 BHK Apartment In Eco Village 1 for Rent  In Sector 1,eco village 1,20000,890,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-20000/8aa9b6959bf31afd019bf38510aa1dbf/detail
4 BHK Apartment In Pigeon Spring Meadows for Rent  In Patwari,Pigeon Spring Meadows,36500,2100,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-patwari-greater_noida-for-rs-36500/8a9f82c29bedf5bc019bee2714f00510/detail
3 BHK Apartment In Panchsheel Greens for Rent  In Bhangel,Panchsheel Greens,15000,1300,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bhangel-noida-for-rs-15000/8a9fbe0f813e42f401813e4eab100451/detail
3 BHK Apartment In French Apartments for Rent  In Sector 16 B,French Apartments,28000,1459,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-b--noida-for-rs-28000/8a9f8a8392d2cc860192d339c9e31d79/detail
"2 BHK Flat In Dev Greens, for Rent  In Shahberi",,13000,1200,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-shahberi-ghaziabad-for-rs-13000/8a9faf827e49e1d3017e4a45a0e01a43/detail
3 BHK Apartment In Newtech La Galaxia Apartments for Rent  In Zeta I,NewTech La Galaxia Apartments,18000,1395,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-zeta-i-greater_noida-for-rs-18000/8aa9ae3f9bfd676d019bfdf5bb2e30de/detail
4 BHK Flat In Parshvanath Patanium for Rent  In Swarn Nagari,,26000,1721,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-swarn-nagari-greater_noida-for-rs-26000/8a9fae899928983c019928a36c110382/detail
3 BHK Apartment In Nirala Aspire for Rent  In Ghaziabad,nirala aspire,23000,1365,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ghaziabad-greater_noida-for-rs-23000/8a9faf8b94f28f590194f2c634ba02b3/detail
3 BHK Apartment In Earthcon Sanskriti Apartments for Rent  In Sector 1,Earthcon Sanskriti Apartments,20000,1250,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-greater_noida-for-rs-20000/8a9f82c29bedf5bc019beea62f482337/detail
2 BHK Flat In Venice County  Sec 1  Greater Noida West for Rent  In Aimnabad,,14000,1050,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-aimnabad-greater_noida-for-rs-14000/8a9f8d83964db83901964e0c8cb72275/detail
"3 BHK Apartment In Amrapali Golf Homes for Rent  In  Noida Extension, Greater Noida",Amrapali Golf Homes,21000,1115,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--noida-extension-greater-noida-greater_noida-for-rs-21000/8a9fa38393e951180193e9afe74f1dfa/detail
3 BHK Flat In Hawelia Valencia Homes for Rent  In Greater Noida,,23000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-greater-noida-noida-for-rs-23000/8a9f82a29bd1a25a019bd227ac031203/detail
3 BHK Flat In Amrapali Kingswood for Rent  In Sector 4,,25000,1425,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-25000/8a9f82a29bde8232019bdee9ecb50d79/detail
3 BHK Apartment In Newtech La Palacia for Rent  In Noida Extension Greater Noida West,Newtech La Palacia,22000,1425,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-west-noida-for-rs-22000/8a9f918797ef55cb0197ef72aba80af8/detail
2 BHK Flat In Riverview for Rent  In  Techzone 4,,22000,845,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--techzone-4-greater_noida-for-rs-22000/8aa9abf09bc69584019bc6bcf6d30d96/detail
3 BHK Flat In Laxmi Height  2 for Rent  In Sector 4,,15000,1232,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-15000/8a9fb7827f067ec3017f071dbb9168b1/detail
3 BHK Apartment In Devika Gold Homes for Rent  In  Bisrakh Jalalpur,Devika Gold homes,24000,1374,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--bisrakh-jalalpur-greater_noida-for-rs-24000/8a9fa482822bccfa01822c2a2884241a/detail
"3 BHK Apartment In Amrapali Terrace Homes for Rent  In Noida Extension, Greater Noida",Amrapali Terrace Homes,18500,990,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater-noida-greater_noida-for-rs-18500/8a9f82829bc22f1b019bc2b42f4911f7/detail
"3 BHK Apartment In Eldeco Mystic Greens, Omicron I for Rent  In Surajpur","Eldeco Mystic Greens, Omicron I",26000,2250,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-26000/8aa9b8179bc22e90019bc28378c31141/detail
4 BHK Flat In 11th Ave for Rent  In Gaur City 2,,26000,1880,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-gaur-city-2-greater_noida-for-rs-26000/8a9f82439377ab8b019377db2c5c1273/detail
2 BHK Flat In Palm Court Tower 1&2 for Rent  In Bisrakh Jalalpur,,15000,1600,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-15000/8aa9b9319be8ce51019be99782c24959/detail
4+ BHK Flat In Ats Happy Trails for Rent  In Noida Ext Sector 10,,37000,2000,,4+ BHK,Family,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-noida-ext-sector-10-greater_noida-for-rs-37000/8a9ff5838991303a0189915b6fbd1f01/detail
3 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,30000,1671,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-30000/8a9f9a85976c72ae01976c832e9e02f6/detail
3 BHK Flat In Ats Paradiso for Rent  In Chi Iv,,42000,2150,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chi-iv-greater_noida-for-rs-42000/8a9fc1827f1026f7017f10d0bf786a0f/detail
3 BHK Apartment In Clover Spring Homes for Rent  In Bisrakh Jalalpur,Clover Spring Homes,20000,1276,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bisrakh-jalalpur-noida-for-rs-20000/8a9fa2859976bafb019976d309f5078a/detail
3 BHK Apartment In Aarcity Regency Park for Rent  In Gaur City 2,Aarcity Regency Park,35000,1600,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-35000/8a9fac8596e384ad0196e39184950427/detail
3 BHK Flat In Gaur Yamuna City 16th Park View Gyc for Rent  In Gaur Yamuna City,,25000,1250,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-yamuna-city-greater_noida-for-rs-25000/8a9f848898dd103c0198dd24a1760405/detail
"3 BHK Apartment In Eldeco Golf View Apartments, Omega 1, Greater Noida, Omega 1 Sector Park, Noida for Rent  In Omega 1 Sector Park, Noida","Eldeco Golf View Apartments, Omega 1, Greater Noida, Omega 1 Sector Park, Noida",25000,1480,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omega-1-sector-park-noida-greater_noida-for-rs-25000/8aa9a90a9bdac141019bdbb30dc562cc/detail
2 BHK Flat In Sb for Rent  In Surajpur,,14000,700,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur--greater_noida-for-rs-14000/8aa990279be4bb3c019be53f262337dc/detail
3 BHK Apartment In The Romano (phase-ii) for Rent  In Sector 118,THE ROMANO &#40;PHASE-II&#41;,35000,1260,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-118-noida-for-rs-35000/8aa9b8ef9be5db0e019be5e122a50113/detail
3 BHK Flat In Panchsheel Hynish for Rent  In Bisrakh Jalalpur,,24000,1197,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-24000/8aa9af899be4bb52019be5900ead5a0d/detail
2 BHK Apartment In Supertech Golf Country for Rent  In Yamuna Expressway,Supertech Golf Country,15000,1000,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yamuna-expressway-greater_noida-for-rs-15000/8aa9b7849bdf93f9019be087ff5966e2/detail
3 BHK Flat In Spring Homes Sector 1 Noida for Rent  In Kakrala,,24000,1276,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kakrala-greater_noida-for-rs-24000/8aa99dcd9bd56441019bd5f68aa24095/detail
3 BHK Flat In Gulshan Bellina for Rent  In Sector 16,,27000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16--greater_noida-for-rs-27000/8aa994569bdf9459019be052ccdb517f/detail
3 BHK Flat In Centurian Park for Rent  In Sector 4,,24000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-24000/8aa9a32d9be4bb04019be51a2b8927a9/detail
3 BHK Apartment In Eldeco Mystic Greens for Rent  In Eldeco Mystic Greens Greater Noida,Eldeco Mystic Greens,25000,1730,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eldeco-mystic-greens-greater-noida-greater_noida-for-rs-25000/8a9fc28280f43c700180f4811e172348/detail
3 BHK Flat In Nirala Aspire for Rent  In Panchsheel Greens 2,,32000,1365,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-panchsheel-greens-2-noida-for-rs-32000/8a9fb983959d566101959d8557dd1575/detail
3 BHK Flat In Trident Embassy Reso for Rent  In  Bisrakh Jalalpur,,30000,1375,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--bisrakh-jalalpur-noida-for-rs-30000/8aa9b7b89bcc7b3b019bcd0f7bb21fea/detail
3 BHK Apartment In Eldeco Mystic Greens for Rent  In Omicron I,Eldeco Mystic Greens,27000,1750,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-i-greater_noida-for-rs-27000/8a9f8c827c1e5731017c219664e357ea/detail
2 BHK Apartment In Ska Green Mansion for Rent  In Sector 12,Ska Green Mansion,15000,1095,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-12-greater_noida-for-rs-15000/8a9f9b83955686ff019556f17a9b2ee3/detail
3 BHK Apartment In Radhika Homes Residency for Rent  In Sector 4,Radhika Homes Residency,10000,1143,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-10000/ff8081816e4f6264016e55f096d171ed/detail
3 BHK Apartment In Fusion Homes  for Rent  In Tech Zone Iv,Fusion Homes,31000,1980,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-31000/8a9f91039ae1bd24019ae1e511260041/detail
2 BHK Flat for Rent  In Amrapali Kingswood,,20000,930,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amrapali-kingswood-greater_noida-for-rs-20000/8a9f91a29bd6c933019bd76bfa161893/detail
3 BHK Flat In La Residentia for Rent  In D-mart,,30000,1545,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-d-mart-greater_noida-for-rs-30000/8aa9b2189be114f0019be14148310a07/detail
"2 BHK Apartment In Gaur City 1, 7 Th Avenue for Rent  In 7th Avenue","gaur city 1, 7 th avenue",21000,1165,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-7th-avenue-noida-for-rs-21000/8a9fb6837b738106017b738619a10153/detail
"2 BHK Flat In Gaur City1, 4avenue Noida Extension for Rent  In Sector 4",,22000,1175,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-22000/8a9fc982810fea5f0181101d24e52474/detail
"3 BHK Flat In Fusion Homes for Rent  In Tech Zone Iv,",,31000,1980,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv--greater_noida-for-rs-31000/8aa9beb29ad7dd75019ad7e8791f015e/detail
2 BHK Flat In Standalone Building  for Rent  In Sector 37,,20000,703,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-37-greater_noida-for-rs-20000/8a9f9f838bc14f1f018bc2549db40ec5/detail
"2 BHK Flat In Panchsheel Hynish for Rent  In Sector 1, Uttar Pradesh",,30000,1197,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-uttar-pradesh-noida-for-rs-30000/8a9f91a29bea2690019bea57511408d3/detail
"2 BHK Flat In Apartment  for Rent  In Sector 1,",,17000,1033,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-17000/8aa99da89bd95b0d019bda46d70d59a5/detail
4 BHK Apartment In Antalya Heights for Rent  In Bisrakh Jalalpur,Antalya Heights,25000,2200,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-25000/8a9f82039ac8d900019ac90e18d906ea/detail
3 BHK Flat In Standalone Building  for Rent  In Delta Ii,,35000,2100,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-delta-ii--greater_noida-for-rs-35000/8a9fa98597915b5301979169882a0620/detail
2 BHK Apartment In Aims Green Avenue for Rent  In Bhangel,Aims Green Avenue,17000,1150,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhangel-greater_noida-for-rs-17000/8aa9b8c99bbf9b5e019bc039d1b42add/detail
3 BHK Flat In Bisrakh for Rent  In Hawelia Valencia Homes,,23000,1400,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hawelia-valencia-homes--greater_noida-for-rs-23000/8a9fb383967ced7b01967cf7b20e0203/detail
2 BHK Apartment In Dream Vally for Rent  In Amarpali,dream vally,20000,1201,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amarpali-noida-for-rs-20000/8aa9b3b49bd95afe019bd9a5ea2c104c/detail
3 BHK Apartment In Vihaan Greens for Rent  In Sector 1,Vihaan Greens,25000,1600,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-noida-for-rs-25000/8a9f91c39adec065019adf0167f104a6/detail
3 BHK Flat In Ats Allure for Rent  In Sector 22d,,18000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-18000/8a9f850390f74b7a0190f77ce2b20b70/detail
2 BHK Flat In 16 Park View Gaur Yamuna City  for Rent  In Gaur Yamuna City Krishn Vilas,,16000,1115,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-yamuna-city-krishn-vilas-greater_noida-for-rs-16000/8aa988ac9bd95b20019bda6444b268a2/detail
"2 BHK Apartment In Himalaya Homes for Rent  In Himalaya Pride, Techzone 4, Amrapali Dream Valley, Greater Noida, Noida, Uttar Pradesh, India",Himalaya Homes,25000,1188,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-himalaya-pride-techzone-4-amrapali-dream-valley-greater-noida-noida-uttar-pradesh-india-noida-for-rs-25000/8a9fa6827cd0a7cf017cd4d0c5013f9a/detail
3 BHK Apartment In Oasis Grandstand for Rent  In Oasis Grandstand Phase 2,oasis Grandstand,26500,1477,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-oasis-grandstand-phase-2-greater_noida-for-rs-26500/8a9faf8896e761f40196e77a810c0a6c/detail
"2 BHK Apartment In Stellar Mi Citihomes, Omicron Iii for Rent  In Omicron Iii","Stellar Mi Citihomes, Omicron III",24000,1110,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-24000/8aa9b1909bfad47c019bfb1539b30e7f/detail
2 BHK Apartment In Saviour Greenarch for Rent  In  Amrapali Dream Valley,Saviour GreenArch,21000,933,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--amrapali-dream-valley-greater_noida-for-rs-21000/8a9f8e9d9729e80201972a327caa22b3/detail
"3 BHK Apartment In Aba Coco County, for Rent  In  Sector 4","ABA Coco County,",30000,1152,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--sector-4-greater_noida-for-rs-30000/8a9f92438f1e5f38018f1ec7f505433a/detail
2 BHK Apartment In Ace Platinum  for Rent  In Zeta 1,ace platinum,20000,1050,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-zeta-1-greater_noida-for-rs-20000/8a9f8a038d785577018d7870c3fd11c0/detail
"3 BHK Flat In Supertech Eco Village 1  for Rent  In Bisrakh Jalalpur,",,23000,1464,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bisrakh-jalalpur--greater_noida-for-rs-23000/8a9fac82780217de0178021c61d100f5/detail
3 BHK Flat In Kutumbh Height for Rent  In Gulistanpur,,28000,1250,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gulistanpur-greater_noida-for-rs-28000/8a9f87839a15e9a3019a1617491c0f27/detail
"2 BHK Apartment In Stellar Jeevan for Rent  In Bisrakh Jalalpur,",Stellar Jeevan,20000,1027,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bisrakh-jalalpur--greater_noida-for-rs-20000/8a9fac84946414800194642656ce0445/detail
2 BHK Flat In Amrapali Golf Homes for Rent  In Sector 4,,17000,835,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-17000/8aa9b72a9bd434de019bd4b74a0425a9/detail
2 BHK Flat In Fusion Homes for Rent  In Tech Zone Iv,,25000,1150,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-25000/8a9f968284a203020184a238f67205a1/detail
3 BHK Apartment In Golden I for Rent  In Amrapali Leisure Valley,Golden I,22000,1295,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amrapali-leisure-valley-greater_noida-for-rs-22000/8a9fa18495eb09940195eb709192297a/detail
3 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,25000,1350,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-25000/8a9f8b4392226a51019222a84e5c15b4/detail
1 RK Apartment In Khari Niketan for Rent  In Knowledge Park V,Khari Niketan,5000,110,,1 RK,Family,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-knowledge-park-v-greater_noida-for-rs-5000/8a9f118287f9e0b80187f9ec57690460/detail
3 BHK Apartment In Plumeria Garden Estate for Rent  In Plumeria Garden Estate,Plumeria Garden Estate,18070,1870,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-plumeria-garden-estate-greater_noida-for-rs-18070/8a9f8e847b5a000c017b5a12f0e40558/detail
3 BHK Apartment In Nirala Aspire Low Rise for Rent  In Sector 16b,Nirala Aspire Low Rise,25000,1365,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-25000/8a9f94838c76d71d018c780f6ccc09e4/detail
3 BHK Flat In Standalone Building  for Rent  In  Bisrakh Jalalpur,,25000,1310,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--bisrakh-jalalpur-greater_noida-for-rs-25000/8a9ffd82881f82e801881fb421371bcd/detail
"3 BHK Apartment In Nirala Estate Phase 4 for Rent  In 4, Tower-20, Nirala Estate, Patwari, Greater Noida, Uttar Pradesh 201318, India",Nirala Estate Phase 4,30000,1385,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-4-tower-20-nirala-estate-patwari-greater-noida-uttar-pradesh-201318-india-noida-for-rs-30000/8a9f8a84995ea3f501995f76042d048e/detail
4 BHK Flat In The Grand Estate for Rent  In Jalpura,,28000,2400,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-jalpura-greater_noida-for-rs-28000/8a9f82229bd4355e019bd513567223b5/detail
2 BHK Apartment In Supertech Czar Suites for Rent  In Omicron I,Supertech Czar Suites,18000,870,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-i-greater_noida-for-rs-18000/8a9f8cf670c03a0b0170c3b23f5031df/detail
2 BHK Flat In Panchsheel Greens 1 for Rent  In  Bhangel,,21000,1055,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--bhangel-greater_noida-for-rs-21000/8aa9b3279bcf0e61019bcff2e27460e4/detail
2 BHK Apartment In Aims Green Avenue for Rent  In Sector 4,Aims Green Avenue,21000,1150,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-21000/8aa9b3099bbf9b63019bc05dc4a4362f/detail
3 BHK Flat In Amrapali Golf Homes for Rent  In Sector 4,,20000,1135,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-20000/8aa9b8b29bd43503019bd4b7083d2431/detail
"3 BHK Flat In Panchsheel Hynish for Rent  In Sector 1, Uttar Pradesh",,24000,1440,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-uttar-pradesh-noida-for-rs-24000/8a9f91e29bbf9bbc019bc00078140c4f/detail
4 BHK Apartment In Kbnows Apartment for Rent  In Sector 16b,Kbnows Apartment,19000,1880,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-19000/8aa9ad849a82e450019a8310b5e80a5f/detail
3 BHK Apartment In 16th Avenue Gaur City 2 for Rent  In Gaur City 2,16th Avenue Gaur City 2,26000,1385,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-noida-for-rs-26000/8a9fb68387f1fd5c0187f69644ee2c11/detail
"3 BHK Apartment In Nirala Aspire, Sector 16 for Rent  In Sector 16","Nirala Aspire, Sector 16",24000,1365,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-24000/8aa9b5bf9bd020f2019bd11a78367c01/detail
4 BHK Flat for Rent  In Delta Iii,,40000,3460,,4 BHK,Family,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-delta-iii-greater_noida-for-rs-40000/8a9fba93775384150177574151f4245f/detail
2 BHK Apartment In 7th Avenue for Rent  In  Sector 4,7th avenue,24000,650,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-4-ghaziabad-for-rs-24000/8a9fa6839436fe810194376f2d821dc6/detail
2 BHK Apartment In Mahagun Mantraa 2 for Rent  In Vaidpura,Mahagun Mantraa 2,18000,850,,2 BHK,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vaidpura--greater_noida-for-rs-18000/8aa9b3279bcf0e61019bd0203b9d7c8b/detail
3 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,20000,1115,,3 BHK,"Family, Company",https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-noida-for-rs-20000/8a9fa78394d0b35e0194d0c060f1037f/detail
3 BHK Apartment In Migsun Wynn Boulevard for Rent  In Eta Ii,Migsun Wynn Boulevard,25000,1399,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-25000/8a9f8b8495a43ac80195a466bda90fc4/detail
3 BHK Apartment In Newtech La Galaxia for Rent  In Surajpur,Newtech La Galaxia,15000,1195,,3 BHK,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-15000/8aa9b3099bbf9b63019bbfcc584a07a0/detail
