full_title,society_name,rent,area_sqft,apartment_type,preferred_tenants,link,Locality
2 BHK Apartment In Golf Homes  for Rent  In Sector 4,golf homes,34999,1100,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-ghaziabad-for-rs-34999/8a9f99ef90d3abcd0190d3bc867a0603/detail,Sector 4
"3 BHK Apartment In Arihant Arden, Noida Extension for Rent  In Arihant Arden Greater Noida West","Arihant Arden, Noida extension",31500,1375,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-arihant-arden-greater-noida-west-noida-for-rs-31500/8aa9bc729ba86e7c019baa3a8a215493/detail,Noida Extension
3 BHK Apartment In Ajnara Le Garden Phase 2 for Rent  In Sector 16,Ajnara Le Garden Phase 2,28000,1285,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-28000/8a9f8ac38d96f741018d97571a195fe9/detail,Sector 16
3 BHK Apartment In Ska Greenarch for Rent  In Sector 16b,SKA greenarch,40000,1220,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-40000/8a9f948497abe8da0197ac1f590818bd/detail,Sector 16b
2 BHK Apartment In Gaur City for Rent  In Sector-4,Gaur City,30000,1050,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-30000/8a02ec466ef4884d016eff0814a821fb/detail,Gaur City
2 BHK Apartment In Ats Dolce for Rent  In Zeta 1,ATS Dolce,30000,1260,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-zeta-1-greater_noida-for-rs-30000/8a9f936173fc4d820173fc82cbc618b0/detail,Zeta
1 BHK Apartment In Golden I for Rent  In Tech Zone Iv,GOLDEN I,25000,610,1,Family,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-25000/8a9f9b85975d6d0601975d89b1630a61/detail,Tech Zone Iv
3 BHK Apartment In Unitech Horizon for Rent  In Pi I And Ii,Unitech Horizon,45000,1500,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-pi-i-and-ii-greater_noida-for-rs-45000/8a9f878b98a16f670198a1dad0df1cce/detail,Pi I
"2 BHK Apartment In Earthcon Casa Grande , Chi 5, Greater Noida for Rent  In Chi Ii","Earthcon Casa Grande , Chi 5, Greater Noida",35000,1260,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chi-ii-greater_noida-for-rs-35000/8aa98f6599605b52019960669f0e01ca/detail,Chi
2 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,21000,1000,2,Family,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-21000/8a9f82829b8808f6019b88f9b4ce457b/detail,Tech Zone Iv
3 BHK Apartment In Swarn Apartments for Rent  In Pi I & Ii,Swarn Apartments,30000,1350,3,Family,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-pi-i-%26-ii-greater_noida-for-rs-30000/8a9f8d849699addb01969a1dd7423ab1/detail,Pi I
"1 BHK Apartment In Amrapali High Life 2, Noida Extension for Rent  In Noida Extension","Amrapali High Life 2, Noida Extension",15000,585,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-15000/8aa9bece9c64d90b019c65247490264a/detail,Noida Extension
3 BHK Apartment In Ats Pious Hideaways Sector 150 Noida for Rent  In Sector 150,ats pious hideaways sector 150 noida,30000,1675,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-150-greater_noida-for-rs-30000/8aa98ee798ff5d930198ff7a22e910d9/detail,Sector 150
3 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,30000,1375,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-30000/8aa99aed9c50e01f019c512169351b0b/detail,Eta Ii
4 BHK Apartment In Purvanchal Heights for Rent  In Sector Zeta I,Purvanchal Heights,40000,2640,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-zeta-i-greater_noida-for-rs-40000/8a9f8e8a971104880197114d9c3c1cad/detail,Zeta I
2 BHK Apartment In Migsun Ultimo Sun 4 for Rent  In Omicron Iii,Migsun Ultimo Sun 4,32000,1000,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-32000/8a9fc583893723bf01893e9736c73e5b/detail,Omicron Iii
4 BHK Apartment In Kbnows Apartment for Rent  In Sector 16,Kbnows Apartment,22000,1863,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-22000/8a9f883e8fc329a0018fc397563a3b3e/detail,Sector 16
1 BHK Apartment In Cassia Estate for Rent  In Sector Pi 1,CASSIA ESTATE,7000,540,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-7000/8a9f80ed702fec3b017032db2f1f688f/detail,Pi
2 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,20000,1150,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-20000/8a9f8a838fc92edc018fc98abe772f99/detail,Sector 22d
3 BHK Apartment In Capital Athena for Rent  In Sector 1,Capital Athena,35000,2175,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-35000/8a9f878598e4cf2c0198e4ed090d0a33/detail,Sector 1
"2 BHK Apartment In Aig Park Avenue for Rent  In Sector 4,",Aig park avenue,18000,1080,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4--greater_noida-for-rs-18000/8aa9baf79c1c4dd3019c1ca79282139c/detail,Sector 4
4 BHK Apartment In Ats Rhapsody for Rent  In Sector 1,ATS Rhapsody,40000,2400,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-40000/8a9f918996c920810196c94cac791056/detail,Sector 1
1 BHK Apartment In Panchsheel Greens 1 for Rent  In Sector 16b,Panchsheel Greens 1,20000,900,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-20000/8a9f83438e1c3c37018e1ccbd18969f1/detail,Sector 16b
2 BHK Apartment In Oasis My Home for Rent  In Surajpur,Oasis My Home,13000,1405,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-13000/8a9fac8497d51be70197d52cad140514/detail,Surajpur
"3 BHK Apartment In Shri Vinayaka Group for Rent  In Plot No 32, Block A, Omega-i, Greater Noida, Uttar Pradesh 201315",Shri Vinayaka Group,25000,1100,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-plot-no-32-block-a-omega-i-greater-noida-uttar-pradesh-201315-noida-for-rs-25000/8aa9b5ad9c172786019c17cd432a36e6/detail,Omega
2 BHK Apartment In Sector 22d Yamuna Expressway Authority Flats for Rent  In Ballukhera,Sector 22D Yamuna Expressway Authority Flats,12000,1100,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ballukhera-greater_noida-for-rs-12000/8aa9b2059c1200fd019c12bf72c450ae/detail,Sector 22d
2 BHK Apartment In Elegant Ville for Rent  In Tech Zone Iv,Elegant Ville,16000,800,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-16000/8aa9b70b9c2bc0e1019c2c3f573a2a09/detail,Tech Zone Iv
"1 BHK Apartment In Dream Valley 2  for Rent  In  Greater Noida,",dream valley 2,15000,585,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--greater-noida--noida-for-rs-15000/8aa9af069c028e17019c03285db83016/detail,Greater Noida
"2 BHK Apartment In Oasis My Home, Surajpur for Rent  In Surajpur","Oasis My Home, Surajpur",20000,1000,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-20000/8a9f99838e882a6f018e886f8d771816/detail,Surajpur
1 BHK Apartment In Cassia Estate for Rent  In Pi I & Ii,Cassia Estate,8500,800,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-pi-i-%26-ii-greater_noida-for-rs-8500/8a9f938279a1b1580179a1eb791913f2/detail,Pi I
3 BHK Apartment In Migsun Ultimo for Rent  In Omicron Iii,Migsun Ultimo,25000,1395,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-25000/8a9f908496b894450196b8e1a5ea24d5/detail,Omicron Iii
"3 BHK Apartment In Presidency Infraheights for Rent  In Buddh International Circuit, Greater Noida",Presidency Infraheights,30000,2332,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-buddh-international-circuit-greater-noida-greater_noida-for-rs-30000/8aa9b1619beb616c019beb6a29b00152/detail,Greater Noida
2 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya Pride,19500,1235,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-19500/8a9fa8849a14a045019a14e492db1963/detail,Tech Zone Iv
2 BHK Apartment In Gaur Yamuna City for Rent  In Sector 19,Gaur Yamuna City,16000,1000,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-19-greater_noida-for-rs-16000/8a9fef83899f6d2b0189a0272f905e3e/detail,Sector 19
3 BHK Apartment In Aarcity Regency Park for Rent  In Gaur City 2,Aarcity Regency Park,20000,1550,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-2-greater_noida-for-rs-20000/8aa9b61b9bc4c1d9019bc55cef882be7/detail,Gaur City 2
3 BHK Apartment In Supertech Upcountry for Rent  In Sector 17a,supertech upcountry,25000,1295,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-17a-delhi-for-rs-25000/8a9f8a828008a1bf018009073f7d3826/detail,Sector 17a
1 BHK Apartment In Aashiyana Glory for Rent  In Sector 73,AASHIYANA GLORY,15000,520,1,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-73-noida-for-rs-15000/8a9f8d8697810c3b0197817433291d2d/detail,Sector 73
"2 BHK Apartment In Aims Green Avenue, Sector 4 for Rent  In Sector 4","Aims Green Avenue, Sector 4",20000,1150,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4-noida-for-rs-20000/8aa9b9df9b86f577019b8707b0380280/detail,Sector 4
2 BHK Apartment In Devika Gold Homz for Rent  In Sector 1,Devika Gold Homz,22000,765,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-1-noida-for-rs-22000/8aa99ce39c4817a5019c482442c902c6/detail,Sector 1
3 BHK Apartment In Ratan Pearls for Rent  In Sector 16,Ratan Pearls,36000,1874,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-36000/8a9f93038ff7f36b018ff82bb60913c9/detail,Sector 16
"2 BHK Apartment In Supertech Eco Village 2 for Rent  In Supertech Eco Village-2, 706, Sector 16b Rd, Bhangel, Eco Village 2, Greater Noida, Ghaziabad, Uttar Pradesh 201318, India",supertech eco village 2,23000,851,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-supertech-eco-village-2-706-sector-16b-rd-bhangel-eco-village-2-greater-noida-ghaziabad-uttar-pradesh-201318-india-greater_noida-for-rs-23000/8a9ff28285e296eb0185e2e9e0a639b4/detail,Sector 16b
"3 BHK Apartment In Cherry County, Noida Extension for Rent  In Noida Extension","Cherry County, Noida extension",22000,1620,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-noida-for-rs-22000/8a9fad8395bcaacd0195bd02528529cc/detail,Noida Extension
"1 RK Apartment In Kaveri City Centre, Delta I for Rent  In Delta I","Kaveri City Centre, Delta I",30000,500,1,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-delta-i-greater_noida-for-rs-30000/8aa9b2a59c556190019c5590cb4c1427/detail,Delta I
3 BHK Apartment In Exotica Dreamville for Rent  In Noida Extension,Exotica Dreamville,28000,1235,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-noida-for-rs-28000/8aa9a4709bc0ae11019bc0e8ebaa1661/detail,Noida Extension
3 BHK Apartment In Himalaya Pride for Rent  In Tech Zone Iv,Himalaya pride,24500,1440,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-24500/8aa994459bef0750019bef4bb1be2003/detail,Tech Zone Iv
3 BHK Apartment In Krystal Floors (kp-5) for Rent  In Knowledge Park 5,KRYSTAL FLOORS &#40;KP-5&#41;,25000,1680,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-knowledge-park-5-greater_noida-for-rs-25000/8a9f8c439029bb6e01902a274d27389f/detail,Knowledge Park
4 BHK Apartment In Migsun Ultimo for Rent  In Omicron Iii,MIGSUN ULTIMO,50000,2640,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-50000/8a9f09828687c428018687cbbc89017a/detail,Omicron Iii
3 BHK Apartment In Plumeria Garden Estate for Rent  In Omicron Iii,Plumeria garden estate,31000,1740,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-31000/8a9f8686997e740b01997e7742a7000a/detail,Omicron Iii
3 BHK Apartment In Saviour Greenarch for Rent  In Tech Zone Iv,Saviour GreenArch,25000,1160,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-25000/8a9f838391d14e0d0191d19f60901bb6/detail,Tech Zone Iv
2 BHK Apartment In Amrapali Enchante for Rent  In Tech Zone Iv,Amrapali Enchante,18000,850,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-18000/8aa98d569b9ca1c4019b9d088ac82bc6/detail,Tech Zone Iv
3 BHK Apartment In Gaur Galaxy North Avenue 2  for Rent  In Sector 16,Gaur Galaxy North Avenue 2,25000,1500,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-noida-for-rs-25000/8aa9b92f9c578701019c5a68bd3e546b/detail,Sector 16
2 BHK Apartment In Radicon Vedantam for Rent  In Sector 16,Radicon Vedantam,17000,800,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-noida-for-rs-17000/8aa9a0459c50e037019c511110fd12f1/detail,Sector 16
3 BHK Apartment In White House Apartment for Rent  In Sector 22,WHITE HOUSE APARTMENT,20000,2000,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-22-greater_noida-for-rs-20000/8a9fa18394f5f7b10194f60c0f4b0318/detail,Sector 22
"2 BHK Apartment In Migsun Vilaasa for Rent  In Migsun Vilaasa, Eta Ii, Greater Noida, Jaitpur Baishpur, Uttar Pradesh 201310, India",Migsun Vilaasa,21000,860,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-migsun-vilaasa-eta-ii-greater-noida-jaitpur-baishpur-uttar-pradesh-201310-india-greater_noida-for-rs-21000/8a9fa78496963f3d0196968012731af5/detail,Eta Ii
3 BHK Apartment In Amrapali Kingswood for Rent  In Noida Extension,Amrapali Kingswood,25000,1115,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-25000/8aa9975a9c0dedc8019c0e8117434365/detail,Noida Extension
2 BHK Apartment In Ats Allure for Rent  In Greater Noida,Ats Allure,20000,1150,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-greater-noida-greater_noida-for-rs-20000/8a9fb384970cb13b01970cfa9cf51b7b/detail,Greater Noida
3 BHK Apartment In Amrapali Golf Homes for Rent  In Sector 4,Amrapali Golf Homes,24000,1425,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-4-greater_noida-for-rs-24000/8a9fab838c334116018c336e21df1e17/detail,Sector 4
3 BHK Apartment In Paramount Golf Foreste for Rent  In Surajpur,Paramount Golf Foreste,20000,1555,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-20000/8aa9aec29b7ca8b4019b7cd8387e08e1/detail,Surajpur
4 BHK Apartment In Sds Nri Residency for Rent  In Omega Ii,SDS NRI Residency,35000,1700,4,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-omega-ii-greater_noida-for-rs-35000/8a9fb18499c6ecbe0199c754108c18fa/detail,Omega Ii
3 BHK Apartment In Kbnows Apartment for Rent  In Sector 16,Kbnows Apartment,30000,1500,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-30000/8aa9b3359c416d33019c41b98ec920f7/detail,Sector 16
3 BHK Apartment In Purvanchal Royal City for Rent  In Chi V,Purvanchal Royal City,37000,1825,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chi-v-greater_noida-for-rs-37000/8a9fb88396609a61019660f5432c16bb/detail,Chi V
3 BHK Apartment In Gaur City for Rent  In Greater Noida,Gaur City,25000,1385,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-greater-noida--ghaziabad-for-rs-25000/8aa9b8159c3b33ce019c3c4968757508/detail,Gaur City
2 BHK Apartment In Himalaya Pride for Rent  In Tech Zone 4,Himalaya pride,21000,1188,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-4-noida-for-rs-21000/8a9fb3827bd306a6017bd344370d16b7/detail,Tech Zone
3 BHK Apartment In Ambar By Arihant for Rent  In Sector 1,Ambar by Arihant,28000,1204,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1-noida-for-rs-28000/8aa9af489c360da7019c36d6f0a44745/detail,Sector 1
2 BHK Apartment In Ajnara Le Garden for Rent  In Sector 16,Ajnara Le Garden,20000,1040,2,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-20000/8a9f84859772e113019772e8b6a50228/detail,Sector 16
"3 BHK Apartment In Saviour Greenarch, Greater Noida for Rent  In Amrapali Dream Valley","Saviour GreenArch, Greater Noida",25000,1160,3,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-amrapali-dream-valley-noida-for-rs-25000/8a9f86c49247deaa019247f14b79045b/detail,Greater Noida
